
code	|	taxid	|	taxname	|	lineage
1	|	1337888	|	Geobacillus kaustophilus GBlys	|	1337888 1462 1505648 129337 186817 1385 91061 1239 1783272 2 131567 
1	|	1337997	|	Escherichia coli IMT8073	|	1337997 562 561 543 91347 1236 1224 2 131567 
1	|	1338009	|	Sphingobacterium sp. IITKGP-BTPF85	|	1338009 28453 84566 200666 117747 976 68336 1783270 2 131567 
1	|	1338032	|	Vibrio parahaemolyticus O1:K33 str. CDC_K4557	|	1338032 1338031 670 717610 662 641 135623 1236 1224 2 131567 
1	|	1338034	|	Vibrio parahaemolyticus O1:Kuk str. FDA_R31	|	1338034 1338033 670 717610 662 641 135623 1236 1224 2 131567 
1	|	1339240	|	Vibrio furnissii ZOR0035	|	1339240 29494 662 641 135623 1236 1224 2 131567 
1	|	1339263	|	Pseudomonas aeruginosa 148	|	1339263 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1339265	|	Pseudomonas aeruginosa IGB83	|	1339265 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1340486	|	Streptococcus mitis 29/42	|	1340486 28037 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	1340493	|	Bryobacter aggregatus MPL3	|	1340493 360054 911113 1962910 332160 332159 57723 2 131567 
1	|	1340495	|	Lactobacillus reuteri I5007	|	1340495 1598 1578 33958 186826 91061 1239 1783272 2 131567 
1	|	1340854	|	Enterobacter cloacae str. Hanford	|	1340854 550 354276 547 543 91347 1236 1224 2 131567 
1	|	1341683	|	Acinetobacter brisouii CIP 110357	|	1341683 396323 469 468 72274 1236 1224 2 131567 
1	|	1341693	|	Klebsiella pneumoniae subsp. pneumoniae MP14	|	1341693 72407 573 570 543 91347 1236 1224 2 131567 
1	|	1342302	|	Sulfitobacter noctilucae	|	1342302 60136 31989 204455 28211 1224 2 131567 
1	|	1343063	|	Klebsiella pneumoniae subsp. pneumoniae UKKV901664	|	1343063 72407 573 570 543 91347 1236 1224 2 131567 
1	|	1343071	|	Acinetobacter nosocomialis M2	|	1343071 106654 909768 469 468 72274 1236 1224 2 131567 
1	|	1343737	|	Xylella fastidiosa subsp. multiplex Griffin-1	|	1343737 644357 2371 2370 32033 135614 1236 1224 2 131567 
1	|	1343836	|	Escherichia coli O157:H7 str. F8092B	|	1343836 83334 562 561 543 91347 1236 1224 2 131567 
1	|	1344577	|	Staphylococcus aureus S1	|	1344577 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	1344578	|	Staphylococcus aureus S130	|	1344578 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	1344990	|	Staphylococcus epidermidis CIM37	|	1344990 1282 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	1344993	|	Staphylococcus epidermidis Scl22	|	1344993 1282 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	1344995	|	Staphylococcus epidermidis MC28	|	1344995 1282 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	1345000	|	Staphylococcus epidermidis APO27	|	1345000 1282 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	1346287	|	Halomonas sp. A3H3	|	1346287 2745 28256 135619 1236 1224 2 131567 
1	|	1346615	|	Lactobacillus gasseri 2016	|	1346615 1596 1578 33958 186826 91061 1239 1783272 2 131567 
1	|	1346790	|	Sphingobium chinhatense IP26	|	1346790 420233 165695 41297 204457 28211 1224 2 131567 
1	|	1346791	|	Sphingobium ummariense RL-3	|	1346791 420994 165695 41297 204457 28211 1224 2 131567 
1	|	1347420	|	Aeromonas veronii Hm21	|	1347420 654 642 84642 135624 1236 1224 2 131567 
1	|	1347789	|	Salmonella enterica subsp. enterica serovar Infantis str. 335-3	|	1347789 595 59201 28901 590 543 91347 1236 1224 2 131567 
1	|	1348	|	Streptococcus parauberis	|	1348 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	1348245	|	Kordia jejudonensis	|	1348245 221065 49546 200644 117743 976 68336 1783270 2 131567 
1	|	1348393	|	Pseudoalteromonas sp. H105	|	1348393 53246 267888 135622 1236 1224 2 131567 
1	|	1348582	|	Cellulophaga baltica 4	|	1348582 76594 104264 49546 200644 117743 976 68336 1783270 2 131567 
1	|	1348583	|	Cellulophaga baltica 13	|	1348583 76594 104264 49546 200644 117743 976 68336 1783270 2 131567 
1	|	1348584	|	Cellulophaga baltica 18	|	1348584 76594 104264 49546 200644 117743 976 68336 1783270 2 131567 
1	|	1348585	|	Cellulophaga baltica NN016038	|	1348585 76594 104264 49546 200644 117743 976 68336 1783270 2 131567 
1	|	1349417	|	Ruminiclostridium thermocellum BC1	|	1349417 1515 1508657 541000 186802 186801 1239 1783272 2 131567 
1	|	1350465	|	Pseudomonas aeruginosa VRFPA03	|	1350465 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1350466	|	Lactobacillus plantarum WJL	|	1350466 1590 1578 33958 186826 91061 1239 1783272 2 131567 
1	|	1350470	|	Klebsiella oxytoca SA2	|	1350470 571 570 543 91347 1236 1224 2 131567 
1	|	1351	|	Enterococcus faecalis	|	1351 1350 81852 186826 91061 1239 1783272 2 131567 
1	|	1351754	|	Avibacterium paragallinarum JF4211	|	1351754 728 292486 712 135625 1236 1224 2 131567 
1	|	1351817	|	Acinetobacter baumannii 1605	|	1351817 470 909768 469 468 72274 1236 1224 2 131567 
1	|	1352	|	Enterococcus faecium	|	1352 1350 81852 186826 91061 1239 1783272 2 131567 
1	|	1352343	|	Helicobacter pylori UM038	|	1352343 210 209 72293 213849 29547 68525 1224 2 131567 
1	|	1352603	|	Salmonella enterica subsp. enterica serovar Typhimurium str. STm7	|	1352603 90371 59201 28901 590 543 91347 1236 1224 2 131567 
1	|	1352929	|	Frankia sp. CcI6	|	1352929 1854 74712 85013 1760 201174 1783272 2 131567 
1	|	1352943	|	Vibrio harveyi E385	|	1352943 669 717610 662 641 135623 1236 1224 2 131567 
1	|	1353980	|	Shigella dysenteriae SD1D	|	1353980 622 620 543 91347 1236 1224 2 131567 
1	|	1354303	|	Psychrobacter aquaticus CMS 56	|	1354303 248452 497 468 72274 1236 1224 2 131567 
1	|	1355100	|	Escherichia coli JJ1886	|	1355100 562 561 543 91347 1236 1224 2 131567 
1	|	1355531	|	Helicobacter pylori UM114	|	1355531 210 209 72293 213849 29547 68525 1224 2 131567 
1	|	1357297	|	Serratia marcescens EGD-HP20	|	1357297 615 613 1903411 91347 1236 1224 2 131567 
1	|	1357994	|	Campylobacter jejuni subsp. jejuni 00-2425	|	1357994 32022 197 194 72294 213849 29547 68525 1224 2 131567 
1	|	1358	|	Lactococcus lactis	|	1358 1357 1300 186826 91061 1239 1783272 2 131567 
1	|	1358410	|	Campylobacter coli 15-537360	|	1358410 195 194 72294 213849 29547 68525 1224 2 131567 
1	|	1359	|	Lactococcus lactis subsp. cremoris	|	1359 1358 1357 1300 186826 91061 1239 1783272 2 131567 
1	|	1360	|	Lactococcus lactis subsp. lactis	|	1360 1358 1357 1300 186826 91061 1239 1783272 2 131567 
1	|	1363	|	Lactococcus garvieae	|	1363 1357 1300 186826 91061 1239 1783272 2 131567 
1	|	1365653	|	Campylobacter jejuni 10186	|	1365653 197 194 72294 213849 29547 68525 1224 2 131567 
1	|	1365654	|	Campylobacter jejuni 20176	|	1365654 197 194 72294 213849 29547 68525 1224 2 131567 
1	|	1365655	|	Campylobacter jejuni 30286	|	1365655 197 194 72294 213849 29547 68525 1224 2 131567 
1	|	1365656	|	Campylobacter jejuni 30318	|	1365656 197 194 72294 213849 29547 68525 1224 2 131567 
1	|	1365657	|	Campylobacter jejuni Cj1	|	1365657 197 194 72294 213849 29547 68525 1224 2 131567 
1	|	1365659	|	Campylobacter jejuni Cj2	|	1365659 197 194 72294 213849 29547 68525 1224 2 131567 
1	|	1365660	|	Campylobacter jejuni Cj3	|	1365660 197 194 72294 213849 29547 68525 1224 2 131567 
1	|	1365661	|	Campylobacter jejuni K1	|	1365661 197 194 72294 213849 29547 68525 1224 2 131567 
1	|	1365662	|	Campylobacter jejuni K5	|	1365662 197 194 72294 213849 29547 68525 1224 2 131567 
1	|	1366053	|	Mannheimia haemolytica USMARC_2286	|	1366053 75985 75984 712 135625 1236 1224 2 131567 
1	|	1367443	|	Campylobacter jejuni Cj5	|	1367443 197 194 72294 213849 29547 68525 1224 2 131567 
1	|	1368424	|	Bacillus licheniformis CG-B52	|	1368424 1402 653685 1386 186817 1385 91061 1239 1783272 2 131567 
1	|	13689	|	Sphingomonas paucimobilis	|	13689 13687 41297 204457 28211 1224 2 131567 
1	|	1370107	|	Escherichia coli O6:H16:CFA/II str. B2C	|	1370107 1370106 562 561 543 91347 1236 1224 2 131567 
1	|	137591	|	Weissella cibaria	|	137591 46255 81850 186826 91061 1239 1783272 2 131567 
1	|	1378069	|	Lactobacillus casei 5b	|	1378069 1582 655183 1578 33958 186826 91061 1239 1783272 2 131567 
1	|	1380600	|	Flaviramulus ichthyoenteri Th78	|	1380600 1230531 369400 49546 200644 117743 976 68336 1783270 2 131567 
1	|	1380771	|	Smithella sp. ME-1	|	1380771 182623 213468 213462 28221 68525 1224 2 131567 
1	|	1380908	|	Klebsiella pneumoniae JM45	|	1380908 573 570 543 91347 1236 1224 2 131567 
1	|	1381116	|	Lactobacillus rhamnosus 2166	|	1381116 47715 1578 33958 186826 91061 1239 1783272 2 131567 
1	|	1381117	|	Campylobacter jejuni X	|	1381117 197 194 72294 213849 29547 68525 1224 2 131567 
1	|	1381118	|	Lactobacillus crispatus 2029	|	1381118 47770 1578 33958 186826 91061 1239 1783272 2 131567 
1	|	1381119	|	Lactobacillus jensenii MD IIE-70(2)	|	1381119 109790 1578 33958 186826 91061 1239 1783272 2 131567 
1	|	1381121	|	Klebsiella pneumoniae 303K	|	1381121 573 570 543 91347 1236 1224 2 131567 
1	|	1381124	|	Lactobacillus fermentum 3872	|	1381124 1613 1578 33958 186826 91061 1239 1783272 2 131567 
1	|	1381559	|	Mycobacterium avium subsp. hominissuis 10-5606	|	1381559 439334 1764 120793 1763 1762 85007 1760 201174 1783272 2 131567 
1	|	1382366	|	Lactobacillus plantarum 4_3	|	1382366 1590 1578 33958 186826 91061 1239 1783272 2 131567 
1	|	1382595	|	Saccharopolyspora erythraea D	|	1382595 1836 1835 2070 85010 1760 201174 1783272 2 131567 
1	|	1382700	|	Escherichia coli PMV-1	|	1382700 562 561 543 91347 1236 1224 2 131567 
1	|	1384040	|	Vibrio coralliilyticus OCN008	|	1384040 190893 662 641 135623 1236 1224 2 131567 
1	|	1385625	|	uncultured Thiohalocapsa sp. PB-PSB1	|	1385625 768989 85079 1046 135613 1236 1224 2 131567 
1	|	1385855	|	Lactobacillus plantarum 2165	|	1385855 1590 1578 33958 186826 91061 1239 1783272 2 131567 
1	|	1385935	|	Leptolyngbya sp. Heron Island J	|	1385935 47251 1890438 1890424 1117 1798711 1783272 2 131567 
1	|	1386078	|	Pseudomonas sp. EGD-AK9	|	1386078 286 135621 72274 1236 1224 2 131567 
1	|	1386083	|	Helicobacter pylori X47-2AL	|	1386083 210 209 72293 213849 29547 68525 1224 2 131567 
1	|	1387197	|	Candidatus Schmidhempelia bombi str. Bimp	|	1387197 1505866 1505768 1240483 1240482 1236 1224 2 131567 
1	|	1387231	|	Pseudomonas sp. CMAA1215	|	1387231 286 135621 72274 1236 1224 2 131567 
1	|	1388760	|	Pseudomonas putida SJ3	|	1388760 303 136845 286 135621 72274 1236 1224 2 131567 
1	|	1388762	|	Pseudomonas taiwanensis SJ9	|	1388762 470150 286 135621 72274 1236 1224 2 131567 
1	|	1388763	|	Pseudomonas mosselii SJ10	|	1388763 78327 136845 286 135621 72274 1236 1224 2 131567 
1	|	1388764	|	Pseudogulbenkiania ferrooxidans EGD-HP2	|	1388764 549169 568394 1499392 206351 28216 1224 2 131567 
1	|	1389415	|	Photorhabdus temperata J3	|	1389415 574560 29487 1903414 91347 1236 1224 2 131567 
1	|	1389417	|	Escherichia coli LAU-EC6	|	1389417 562 561 543 91347 1236 1224 2 131567 
1	|	1389418	|	Escherichia coli LAU-EC7	|	1389418 562 561 543 91347 1236 1224 2 131567 
1	|	1389419	|	Escherichia coli LAU-EC8	|	1389419 562 561 543 91347 1236 1224 2 131567 
1	|	1389420	|	Escherichia coli LAU-EC9	|	1389420 562 561 543 91347 1236 1224 2 131567 
1	|	1389423	|	Escherichia coli LAU-EC2	|	1389423 562 561 543 91347 1236 1224 2 131567 
1	|	1389424	|	Escherichia coli LAU-EC3	|	1389424 562 561 543 91347 1236 1224 2 131567 
1	|	1389955	|	Escherichia coli ATCC 35150	|	1389955 562 561 543 91347 1236 1224 2 131567 
1	|	1390076	|	Streptococcus pyogenes SP1-LAU	|	1390076 1314 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	1390078	|	Streptococcus pyogenes SP3-LAU	|	1390078 1314 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	1390081	|	Streptococcus pyogenes SP6-LAU	|	1390081 1314 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	1390084	|	Streptococcus pyogenes SP10-LAU	|	1390084 1314 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	1390360	|	Lactococcus lactis subsp. lactis Dephy 1	|	1390360 1360 1358 1357 1300 186826 91061 1239 1783272 2 131567 
1	|	1390370	|	Pseudomonas mendocina EGD-AQ5	|	1390370 300 136841 286 135621 72274 1236 1224 2 131567 
1	|	1390372	|	Bacillus amyloliquefaciens EGD-AQ14	|	1390372 1390 1938374 653685 1386 186817 1385 91061 1239 1783272 2 131567 
1	|	1391465	|	Enterococcus faecium 10/96A	|	1391465 1352 1350 81852 186826 91061 1239 1783272 2 131567 
1	|	1391469	|	Enterococcus faecalis BM4654	|	1391469 1351 1350 81852 186826 91061 1239 1783272 2 131567 
1	|	1391486	|	Enterococcus faecalis EnGen0416	|	1391486 1351 1350 81852 186826 91061 1239 1783272 2 131567 
1	|	1391487	|	Enterococcus faecalis EnGen0417	|	1391487 1351 1350 81852 186826 91061 1239 1783272 2 131567 
1	|	1391497	|	Enterococcus faecalis EnGen0427	|	1391497 1351 1350 81852 186826 91061 1239 1783272 2 131567 
1	|	1392	|	Bacillus anthracis	|	1392 86661 1386 186817 1385 91061 1239 1783272 2 131567 
1	|	1392007	|	Lactobacillus equi DPC 6820	|	1392007 137357 1578 33958 186826 91061 1239 1783272 2 131567 
1	|	1395125	|	Prevotella salivae F0493	|	1395125 228604 838 171552 171549 200643 976 68336 1783270 2 131567 
1	|	1395571	|	Pseudomonas taeanensis MS-3	|	1395571 574962 286 135621 72274 1236 1224 2 131567 
1	|	1396	|	Bacillus cereus	|	1396 86661 1386 186817 1385 91061 1239 1783272 2 131567 
1	|	1396830	|	Burkholderia cenocepacia KC-01	|	1396830 95486 87882 32008 119060 80840 28216 1224 2 131567 
1	|	1396859	|	Marinobacter sp. C1S70	|	1396859 2742 72275 135622 1236 1224 2 131567 
1	|	1397108	|	Celeribacter marinus	|	1397108 875170 31989 204455 28211 1224 2 131567 
1	|	1397528	|	Halomonas sp. PBN3	|	1397528 2745 28256 135619 1236 1224 2 131567 
1	|	1399116	|	Lactococcus lactis subsp. lactis KLDS 4.0325	|	1399116 1360 1358 1357 1300 186826 91061 1239 1783272 2 131567 
1	|	1399145	|	Pseudomonas putida S610	|	1399145 303 136845 286 135621 72274 1236 1224 2 131567 
1	|	1399146	|	Enterobacter cloacae S611	|	1399146 550 354276 547 543 91347 1236 1224 2 131567 
1	|	1399771	|	Haemophilus parasuis ST4-1	|	1399771 738 724 712 135625 1236 1224 2 131567 
1	|	1399772	|	Haemophilus parasuis ST4-2	|	1399772 738 724 712 135625 1236 1224 2 131567 
1	|	1400147	|	Enterobacter cloacae UCI 24	|	1400147 550 354276 547 543 91347 1236 1224 2 131567 
1	|	1400148	|	Enterobacter cloacae UCI 29	|	1400148 550 354276 547 543 91347 1236 1224 2 131567 
1	|	1400156	|	Escherichia coli BIDMC 43a	|	1400156 562 561 543 91347 1236 1224 2 131567 
1	|	1400157	|	Escherichia coli BIDMC 43b	|	1400157 562 561 543 91347 1236 1224 2 131567 
1	|	1400158	|	Escherichia coli BIDMC 49a	|	1400158 562 561 543 91347 1236 1224 2 131567 
1	|	1400159	|	Escherichia coli BIDMC 49b	|	1400159 562 561 543 91347 1236 1224 2 131567 
1	|	1400160	|	Klebsiella pneumoniae BIDMC 42a	|	1400160 573 570 543 91347 1236 1224 2 131567 
1	|	1400161	|	Klebsiella pneumoniae BIDMC 42b	|	1400161 573 570 543 91347 1236 1224 2 131567 
1	|	1400162	|	Klebsiella pneumoniae BIDMC 45	|	1400162 573 570 543 91347 1236 1224 2 131567 
1	|	1400172	|	Klebsiella pneumoniae UCI 19	|	1400172 573 570 543 91347 1236 1224 2 131567 
1	|	1400175	|	Klebsiella pneumoniae UCI 22	|	1400175 573 570 543 91347 1236 1224 2 131567 
1	|	1400177	|	Klebsiella pneumoniae UCI 26	|	1400177 573 570 543 91347 1236 1224 2 131567 
1	|	1400178	|	Klebsiella pneumoniae UCI 33	|	1400178 573 570 543 91347 1236 1224 2 131567 
1	|	1400180	|	Klebsiella pneumoniae UCI 37	|	1400180 573 570 543 91347 1236 1224 2 131567 
1	|	1400181	|	Klebsiella pneumoniae UCI 38	|	1400181 573 570 543 91347 1236 1224 2 131567 
1	|	1400182	|	Klebsiella pneumoniae UCI 41	|	1400182 573 570 543 91347 1236 1224 2 131567 
1	|	1400184	|	Klebsiella pneumoniae UCI 43	|	1400184 573 570 543 91347 1236 1224 2 131567 
1	|	1400185	|	Klebsiella pneumoniae UCI 44	|	1400185 573 570 543 91347 1236 1224 2 131567 
1	|	1400797	|	Vibrio mimicus CAIM 1882	|	1400797 674 662 641 135623 1236 1224 2 131567 
1	|	1400798	|	Vibrio mimicus CAIM 1883	|	1400798 674 662 641 135623 1236 1224 2 131567 
1	|	1400867	|	Acinetobacter baumannii ZW85-1	|	1400867 470 909768 469 468 72274 1236 1224 2 131567 
1	|	1400868	|	Pseudomonas aeruginosa VRFPA04	|	1400868 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1401243	|	Sinorhizobium meliloti RU11/001	|	1401243 382 28105 227292 82115 356 28211 1224 2 131567 
1	|	1401244	|	Methanobrevibacter arboriphilus ANOR1	|	1401244 39441 2172 2159 2158 183925 28890 2157 131567 
1	|	1401259	|	Shigella dysenteriae WRSd5	|	1401259 622 620 543 91347 1236 1224 2 131567 
1	|	1401327	|	Shigella dysenteriae WRSd3	|	1401327 622 620 543 91347 1236 1224 2 131567 
1	|	1401659	|	Cronobacter sakazakii CMCC 45402	|	1401659 28141 413496 543 91347 1236 1224 2 131567 
1	|	1402135	|	Sulfitobacter pseudonitzschiae	|	1402135 60136 31989 204455 28211 1224 2 131567 
1	|	1402485	|	Pseudomonas aeruginosa 62	|	1402485 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402486	|	Pseudomonas aeruginosa MSH3	|	1402486 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402487	|	Pseudomonas aeruginosa MSH10	|	1402487 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402488	|	Pseudomonas aeruginosa CF127	|	1402488 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402489	|	Pseudomonas aeruginosa CF18	|	1402489 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402490	|	Pseudomonas aeruginosa CF27	|	1402490 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402491	|	Pseudomonas aeruginosa CF5	|	1402491 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402492	|	Pseudomonas aeruginosa X24509	|	1402492 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402493	|	Pseudomonas aeruginosa UDL	|	1402493 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402494	|	Pseudomonas aeruginosa S54485	|	1402494 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402496	|	Pseudomonas aeruginosa U2504	|	1402496 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402497	|	Pseudomonas aeruginosa 19660	|	1402497 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402498	|	Pseudomonas aeruginosa 6077	|	1402498 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402499	|	Pseudomonas aeruginosa S35004	|	1402499 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402500	|	Pseudomonas aeruginosa X13273	|	1402500 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402501	|	Pseudomonas aeruginosa BWHPSA001	|	1402501 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402502	|	Pseudomonas aeruginosa BWHPSA002	|	1402502 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402503	|	Pseudomonas aeruginosa BWHPSA003	|	1402503 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402504	|	Pseudomonas aeruginosa BWHPSA004	|	1402504 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402505	|	Pseudomonas aeruginosa BWHPSA005	|	1402505 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402507	|	Pseudomonas aeruginosa BWHPSA007	|	1402507 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402508	|	Pseudomonas aeruginosa BWHPSA008	|	1402508 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402509	|	Pseudomonas aeruginosa BWHPSA009	|	1402509 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402510	|	Pseudomonas aeruginosa BWHPSA010	|	1402510 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402512	|	Pseudomonas aeruginosa BWHPSA012	|	1402512 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402514	|	Pseudomonas aeruginosa BWHPSA014	|	1402514 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402515	|	Pseudomonas aeruginosa BWHPSA015	|	1402515 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402516	|	Pseudomonas aeruginosa BWHPSA016	|	1402516 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402517	|	Pseudomonas aeruginosa BWHPSA017	|	1402517 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402518	|	Pseudomonas aeruginosa BWHPSA018	|	1402518 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402519	|	Pseudomonas aeruginosa BWHPSA019	|	1402519 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402521	|	Pseudomonas aeruginosa BWHPSA021	|	1402521 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402522	|	Pseudomonas aeruginosa BWHPSA022	|	1402522 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402523	|	Pseudomonas aeruginosa BWHPSA023	|	1402523 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402524	|	Pseudomonas aeruginosa BWHPSA024	|	1402524 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402525	|	Pseudomonas aeruginosa BWHPSA025	|	1402525 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402527	|	Pseudomonas aeruginosa BWHPSA027	|	1402527 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402528	|	Pseudomonas aeruginosa BWHPSA028	|	1402528 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402532	|	Pseudomonas aeruginosa BWHPSA040	|	1402532 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402536	|	Pseudomonas aeruginosa BWHPSA044	|	1402536 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402537	|	Pseudomonas aeruginosa BWHPSA045	|	1402537 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402542	|	Pseudomonas aeruginosa BL01	|	1402542 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402543	|	Pseudomonas aeruginosa BL02	|	1402543 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402544	|	Pseudomonas aeruginosa BL03	|	1402544 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402545	|	Pseudomonas aeruginosa BL04	|	1402545 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402546	|	Pseudomonas aeruginosa BL05	|	1402546 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402547	|	Pseudomonas aeruginosa BL06	|	1402547 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402549	|	Pseudomonas aeruginosa BL08	|	1402549 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402550	|	Pseudomonas aeruginosa BL09	|	1402550 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402551	|	Pseudomonas aeruginosa BL10	|	1402551 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402552	|	Pseudomonas aeruginosa BL11	|	1402552 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402553	|	Pseudomonas aeruginosa BL12	|	1402553 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402554	|	Pseudomonas aeruginosa BL13	|	1402554 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402556	|	Pseudomonas aeruginosa BL15	|	1402556 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402557	|	Pseudomonas aeruginosa BL16	|	1402557 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402558	|	Pseudomonas aeruginosa BL17	|	1402558 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402559	|	Pseudomonas aeruginosa BL18	|	1402559 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402560	|	Pseudomonas aeruginosa BL19	|	1402560 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402561	|	Pseudomonas aeruginosa BL20	|	1402561 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402562	|	Pseudomonas aeruginosa BL21	|	1402562 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402563	|	Pseudomonas aeruginosa BL22	|	1402563 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402564	|	Pseudomonas aeruginosa BL23	|	1402564 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402565	|	Pseudomonas aeruginosa BL24	|	1402565 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402566	|	Pseudomonas aeruginosa BL25	|	1402566 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402567	|	Pseudomonas aeruginosa M8A.1	|	1402567 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402568	|	Pseudomonas aeruginosa M8A.2	|	1402568 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402569	|	Pseudomonas aeruginosa M8A.3	|	1402569 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402571	|	Pseudomonas aeruginosa M9A.1	|	1402571 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402572	|	Pseudomonas aeruginosa C20	|	1402572 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402573	|	Pseudomonas aeruginosa C23	|	1402573 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402574	|	Pseudomonas aeruginosa C40	|	1402574 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402575	|	Pseudomonas aeruginosa C41	|	1402575 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402576	|	Pseudomonas aeruginosa C48	|	1402576 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402577	|	Pseudomonas aeruginosa C51	|	1402577 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402578	|	Pseudomonas aeruginosa C52	|	1402578 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402579	|	Pseudomonas aeruginosa CF77	|	1402579 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	1402580	|	Pseudomonas aeruginosa CF614	|	1402580 287 136841 286 135621 72274 1236 1224 2 131567 
