Contigs id(VIRUS)	Sequence location	pmid	evidence
GOV_bin_1406_contig-100_23	27654921.fasta	27654921	Tetra
Tp1_31_SUR_0-0d2_scaffold139098_1	27654921.fasta	27654921	blastn
Alphaproteobacteria_gi_418938031_6048_43633	26200428.fasta	26200428	VirSorter
Alphaproteobacteria_gi_565826716	26200428.fasta	26200428	VirSorter
Alphaproteobacteria_gi_565843078	26200428.fasta	26200428	VirSorter
Alphaproteobacteria_gi_565842009	26200428.fasta	26200428	VirSorter
Alphaproteobacteria_gi_565828300_11201_39437	26200428.fasta	26200428	VirSorter
Alphaproteobacteria_gi_565828556	26200428.fasta	26200428	VirSorter
Alphaproteobacteria_gi_565828729	26200428.fasta	26200428	VirSorter
Alphaproteobacteria_gi_565833173_67658_102706	26200428.fasta	26200428	VirSorter
Alphaproteobacteria_gi_260576679	26200428.fasta	26200428	VirSorter
Alphaproteobacteria_gi_260577034	26200428.fasta	26200428	VirSorter
Alphaproteobacteria_gi_260577346	26200428.fasta	26200428	VirSorter
Alphaproteobacteria_gi_146276058_2120630_2161130	26200428.fasta	26200428	VirSorter
GOV_bin_6264_contig-100_0	27654921.fasta	27654921	blastn
GOV_bin_6264_contig-100_1	27654921.fasta	27654921	blastn
Actinobacteria_gi_550255506	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_419962223	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_498789487	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_498789783	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_498790102	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_498792577	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_483039162	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_458793476	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_493997464	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_494002731	26200428.fasta	26200428	VirSorter
Planctomycetia_gi_470885976	26200428.fasta	26200428	VirSorter
Alphaproteobacteria_gi_484132260	26200428.fasta	26200428	VirSorter
Alphaproteobacteria_gi_484132262	26200428.fasta	26200428	VirSorter
GOV_bin_6264_contig-100_0	27654921.fasta	27654921	blastn
GOV_bin_6264_contig-100_1	27654921.fasta	27654921	blastn
Tp1_31_SUR_0-0d2_scaffold139098_1	27654921.fasta	27654921	blastn
Alphaproteobacteria_gi_402850157	26200428.fasta	26200428	VirSorter
Cyanobacteria_gi_472317756	26200428.fasta	26200428	VirSorter
Flavobacteriia_gi_484038015	26200428.fasta	26200428	VirSorter
Flavobacteriia_gi_484003514_0_31508	26200428.fasta	26200428	VirSorter
Flavobacteriia_gi_484003640	26200428.fasta	26200428	VirSorter
Flavobacteriia_gi_484003720	26200428.fasta	26200428	VirSorter
Cyanobacteria_gi_427740400	26200428.fasta	26200428	VirSorter
GOV_bin_1507_contig-100_0	27654921.fasta	27654921	blastn
GOV_bin_248_contig-100_5	27654921.fasta	27654921	blastn
Tp1_102_DCM_0-0d2_scaffold97904_4	27654921.fasta	27654921	blastn
Clostridia_gi_547902707_39831_65925	26200428.fasta	26200428	VirSorter
Clostridia_gi_547303947	26200428.fasta	26200428	VirSorter
Alphaproteobacteria_gi_307943872	26200428.fasta	26200428	VirSorter
Alphaproteobacteria_gi_307944653	26200428.fasta	26200428	VirSorter
GOV_bin_2107_contig-100_0	27654921.fasta	27654921	Tetra
GOV_bin_2107_contig-100_1	27654921.fasta	27654921	Tetra
GOV_bin_2107_contig-100_5	27654921.fasta	27654921	Tetra
GOV_bin_4811_contig-100_1	27654921.fasta	27654921	Tetra
GOV_bin_4859_contig-100_48	27654921.fasta	27654921	Tetra
GOV_bin_5081_contig-100_1	27654921.fasta	27654921	Tetra
Tp1_25_DCM_0-0d2_scaffold43336_1	27654921.fasta	27654921	Tetra
GOV_bin_1563_contig-100_0	27654921.fasta	27654921	blastn
GOV_bin_1858_contig-100_4	27654921.fasta	27654921	blastn
Tp1_78_MES_0-0d2_scaffold24344_1	27654921.fasta	27654921	blastn
GOV_bin_6264_contig-100_1	27654921.fasta	27654921	blastn
GOV_bin_673_contig-100_53	27654921.fasta	27654921	blastn
GOV_bin_673_contig-100_55	27654921.fasta	27654921	Tetra
GOV_bin_4481_contig-100_1	27654921.fasta	27654921	blastn
Alphaproteobacteria_gi_491810426	26200428.fasta	26200428	VirSorter
Alphaproteobacteria_gi_491815706	26200428.fasta	26200428	VirSorter
GOV_bin_287_contig-100_0	27654921.fasta	27654921	Tetra
GOV_bin_3430_contig-100_71	27654921.fasta	27654921	Tetra
GOV_bin_838_contig-100_4	27654921.fasta	27654921	Tetra
GOV_bin_1682_contig-100_75	27654921.fasta	27654921	Tetra
GOV_bin_2282_contig-100_0	27654921.fasta	27654921	Tetra
Clostridia_gi_551720650_456133_502893	26200428.fasta	26200428	VirSorter
Clostridia_gi_545443780	26200428.fasta	26200428	VirSorter
Clostridia_gi_545444197	26200428.fasta	26200428	VirSorter
Clostridia_gi_545445993	26200428.fasta	26200428	VirSorter
Clostridia_gi_237643536_35553_83069	26200428.fasta	26200428	VirSorter
Clostridia_gi_537985678_1655908_1720767	26200428.fasta	26200428	VirSorter
Clostridia_gi_547240599	26200428.fasta	26200428	VirSorter
Clostridia_gi_547777052	26200428.fasta	26200428	VirSorter
Clostridia_gi_548188892	26200428.fasta	26200428	VirSorter
Clostridia_gi_548189486	26200428.fasta	26200428	VirSorter
Clostridia_gi_548190329	26200428.fasta	26200428	VirSorter
Clostridia_gi_548208456	26200428.fasta	26200428	VirSorter
Clostridia_gi_548208793	26200428.fasta	26200428	VirSorter
Clostridia_gi_547728748	26200428.fasta	26200428	VirSorter
Clostridia_gi_547729035	26200428.fasta	26200428	VirSorter
Clostridia_gi_547882765	26200428.fasta	26200428	VirSorter
Clostridia_gi_547698226	26200428.fasta	26200428	VirSorter
Clostridia_gi_547704552	26200428.fasta	26200428	VirSorter
Clostridia_gi_548093166	26200428.fasta	26200428	VirSorter
Clostridia_gi_548207151_77995_115863	26200428.fasta	26200428	VirSorter
Clostridia_gi_484030781	26200428.fasta	26200428	VirSorter
Clostridia_gi_211596895_66269_137690	26200428.fasta	26200428	VirSorter
Clostridia_gi_547268948	26200428.fasta	26200428	VirSorter
Alphaproteobacteria_gi_484075156_0_39986	26200428.fasta	26200428	VirSorter
Alphaproteobacteria_gi_484075262	26200428.fasta	26200428	VirSorter
Alphaproteobacteria_gi_484075274	26200428.fasta	26200428	VirSorter
GOV_bin_1425_contig-100_0	27654921.fasta	27654921	Tetra
GOV_bin_2964_contig-100_0	27654921.fasta	27654921	Tetra
GOV_bin_4419_contig-100_3	27654921.fasta	27654921	Tetra
Actinobacteria_gi_544933272	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_257461662	26200428.fasta	26200428	VirSorter
GOV_bin_400_contig-100_33	27654921.fasta	27654921	Tetra
GOV_bin_6264_contig-100_0	27654921.fasta	27654921	Tetra
Bacilli_gi_486409007_0_30736	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_484025394	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_484031757	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_484032675_42320_77942	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_484033837	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_484033862	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_484035204	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_484011519_11339_40355	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_484036214	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_484036993	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_484040487	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_482937413	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_482936492	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_484042886_11_24134	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_484042948	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_484042993	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_526225953_479590_515443	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_339998036_3085001_3115187	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555264796_7675_33194	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555264907	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555265496	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555267539_12098_26547	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553874479	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553877205	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_526218030_4016064_4066234	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_526218030_4104421_4135352	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553901511	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_149113253_47261_78043	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_149113271_45660_66264	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_149113312	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_205357847_57724_88556	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555288815	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555263308	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555263591_27238_68649	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_554631734	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_554631768	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_554632068	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_554632134_28891_68988	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493907435	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493887096_36097_75167	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493887456	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493885568	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493874984_49536_64517	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493875682_76692_96174	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493879532	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493873031	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493867527	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493854476_38713_51014	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493830709_76869_98371	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493833832_43952_65953	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493823079_3651_15326	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493814686_83290_125245	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493815155_0_21746	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493806918	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493807147	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493969621_44187_65953	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553807218_13312_43149	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493796683_0_22079	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493788391_0_22052	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493777363_0_22052	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493778021_0_10482	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493964718_0_22054	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493728969_76755_108508	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493720075_0_39971	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493705566	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493705707	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493959289_49216_70093	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_556927791_24373_39351	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553805658_51_12358	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553805704_21704_49917	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493684585_0_10500	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493690298	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493694029	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555259113_38874_51181	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555259122_0_21738	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493656930_0_10338	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493658301	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493665954	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493666186	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493652953	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553806587_42_10181	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493630770_2415_10352	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493625922_0_10335	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493629124	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493611432_0_10368	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493617746	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553806407_44060_66200	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_550859108_0_10493	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_550862720	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493608133	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493958020	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493604524	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493596154	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553806185	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553806233	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553806283	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553806397	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493550124	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493950712_15574_30601	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_493950966	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_498730017_21733_51358	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_498731432_51779_67291	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_498733216	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553805856	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553805909_134495_157552	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553805929_91_11982	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_498720328_0_16018	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_498720545	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_498722277	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555260667	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_498711479	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555259014	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_498667832_0_47321	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_498760627_93751_105426	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_498766313_21000_42301	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_498660747_0_22052	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_498657415	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_498629617	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_498631823	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_498634664_21000_42301	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_498623099	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_498583135	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555260370_34601_45775	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_554632372_10183_36280	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_554632436_23466_39298	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_554627005_16817_30803	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_440765976_28223_50789	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_440766032	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_440766408	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_440768409_48910_81962	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_440768940_27350_53475	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_440770364_46772_72586	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_440762344	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_440763271_51920_65653	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555260182_111861_126841	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555261532	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555262035	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555262343	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555262404_0_32958	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417340615	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_452725045_148993_165717	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_452725078	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555257012_10164_25973	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555257025	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555254481_126000_164937	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555254610_149897_199619	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555258573_64472_97301	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_525945526_2892553_2940226	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_554895970_1207675_1255348	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555257638_49684_66415	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555258163	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555258192	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555257197	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555254795	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555254823_70945_96001	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555255209_42954_77541	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555281271	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_565889524	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_565889678	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_565890235	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_565631178_3930_31924	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_565631306	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_565628505_255_28249	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_565628374	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_565628246	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_565628149	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_565627836	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_565627663_22785_43177	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_565627692	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555249306_3753_37841	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555249617_778_34694	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555252422	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555252826_7962_24597	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555253117	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555253222	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555251352	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555251404	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555251689_97635_124708	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_565128168_86265_117651	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_565129439_23246_38239	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555272665_0_10952	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555273080	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555274374	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555274575	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_525855729_2068849_2111153	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_525855729_2971232_3013993	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_525855729_481962_496859	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_525855729_523962_573061	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_560997353_13101_43513	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_560997376_23750_38710	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_560997416	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_560997418	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_560997440_713275_755579	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_560997453	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555247383	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_198241740_2923320_2958107	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_515027508_42428_77208	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_515034726	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_515048871	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_515062936	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_445151433_32632_67317	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_445154800	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_445154918	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_445155210_2317_28428	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_445156427	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_375117430_2923320_2958107	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_445140874_56383_91164	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_445143715	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_478427068	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_478427106	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_478427124_1234_36014	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_478427125	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_478427153	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555271326	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555272024	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555272352	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_515065271	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_545311870_43039_60414	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_545312308	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_437320589	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_437322906_12459_35481	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_445339340	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_445182107_4553_45674	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_515086630	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_515086799	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_515108094	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_515108418	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_515112003	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_515115051	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_515122304	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_515123067	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_515140949	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_515144125	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_452722580	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_437364004	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_437376149	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_436594525	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_436611112	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_565891897_193_19346	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_565891939	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_565892136	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_565892180	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_565892401_10910_39106	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_565892570_18220_47673	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_445304760	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_438050179	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_437420979_0_12666	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_437443216_63_12729	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_437715891_23_18202	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_421449036_0_26172	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_437118233_0_18172	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_438104521_42822_54306	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_437670539	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_437677958_42826_65298	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_437489419	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_437490319	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_437496777	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_437542119_42822_64068	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_421433750_381_18560	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_437792125	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_438092469	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_437339959	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_436796677	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_437832922	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_437842373	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_436745674	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_445178585	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_445133466	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555245017	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555245267	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555245341	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555245436	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555245702	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_555245893	26200428.fasta	26200428	VirSorter
