Host taxid	Host name	pmid	evidence
1402571	Pseudomonas aeruginosa M9A.1	26200428	VirSorter
1402571	Pseudomonas aeruginosa M9A.1	26200428	VirSorter
1306165	Pseudomonas aeruginosa MH27	26200428	VirSorter
1198629	Pseudomonas aeruginosa MRW44.1	26200428	VirSorter
1198629	Pseudomonas aeruginosa MRW44.1	26200428	VirSorter
1331059	Pseudomonas aeruginosa MSH-10	26200428	VirSorter
1402487	Pseudomonas aeruginosa MSH10	26200428	VirSorter
1402487	Pseudomonas aeruginosa MSH10	26200428	VirSorter
1402486	Pseudomonas aeruginosa MSH3	26200428	VirSorter
1402486	Pseudomonas aeruginosa MSH3	26200428	VirSorter
1402486	Pseudomonas aeruginosa MSH3	26200428	VirSorter
1415629	Pseudomonas aeruginosa MTB-1	26200428	VirSorter
1415629	Pseudomonas aeruginosa MTB-1	26200428	VirSorter
1449980	Pseudomonas aeruginosa MW3a	27654921	blastn
1089456	Pseudomonas aeruginosa NCGM2.S1	26200428	VirSorter
1089456	Pseudomonas aeruginosa NCGM2.S1	27654921	blastn
1078464	Pseudomonas aeruginosa NCMG1179	26200428	VirSorter
652611	Pseudomonas aeruginosa PA14	26200428	VirSorter
1279008	Pseudomonas aeruginosa PA1R	26200428	VirSorter
1285581	Pseudomonas aeruginosa PA21_ST175	26200428	VirSorter
1285581	Pseudomonas aeruginosa PA21_ST175	26200428	VirSorter
1285581	Pseudomonas aeruginosa PA21_ST175	26200428	VirSorter
1295076	Pseudomonas aeruginosa PA45	26200428	VirSorter
381754	Pseudomonas aeruginosa PA7	26200428	VirSorter
1214916	Pseudomonas aeruginosa PABL056	26200428	VirSorter
1214916	Pseudomonas aeruginosa PABL056	26200428	VirSorter
1214916	Pseudomonas aeruginosa PABL056	26200428	VirSorter
1214916	Pseudomonas aeruginosa PABL056	26200428	VirSorter
1214916	Pseudomonas aeruginosa PABL056	26200428	VirSorter
388272	Pseudomonas aeruginosa PACS2	26200428	VirSorter
388272	Pseudomonas aeruginosa PACS2	26200428	VirSorter
1009714	Pseudomonas aeruginosa PAK	26200428	VirSorter
208964	Pseudomonas aeruginosa PAO1	26200428	VirSorter
1191475	Pseudomonas aeruginosa PAO579	26200428	VirSorter
1402499	Pseudomonas aeruginosa S35004	26200428	VirSorter
1402499	Pseudomonas aeruginosa S35004	26200428	VirSorter
1402499	Pseudomonas aeruginosa S35004	26200428	VirSorter
1402494	Pseudomonas aeruginosa S54485	26200428	VirSorter
1402494	Pseudomonas aeruginosa S54485	26200428	VirSorter
1402494	Pseudomonas aeruginosa S54485	26200428	VirSorter
1402494	Pseudomonas aeruginosa S54485	26200428	VirSorter
1402494	Pseudomonas aeruginosa S54485	26200428	VirSorter
1402494	Pseudomonas aeruginosa S54485	26200428	VirSorter
1402494	Pseudomonas aeruginosa S54485	26200428	VirSorter
1402494	Pseudomonas aeruginosa S54485	26200428	VirSorter
1427342	Pseudomonas aeruginosa SCV20265	26200428	VirSorter
1427342	Pseudomonas aeruginosa SCV20265	26200428	VirSorter
1427342	Pseudomonas aeruginosa SCV20265	26200428	VirSorter
1427342	Pseudomonas aeruginosa SCV20265	26200428	VirSorter
1125697	Pseudomonas aeruginosa str. Stone 130	26200428	VirSorter
1125697	Pseudomonas aeruginosa str. Stone 130	26200428	VirSorter
1125697	Pseudomonas aeruginosa str. Stone 130	26200428	VirSorter
1402496	Pseudomonas aeruginosa U2504	26200428	VirSorter
1402496	Pseudomonas aeruginosa U2504	26200428	VirSorter
1402496	Pseudomonas aeruginosa U2504	26200428	VirSorter
208963	Pseudomonas aeruginosa UCBPP-PA14	26200428	VirSorter
1402493	Pseudomonas aeruginosa UDL	26200428	VirSorter
1262663	Pseudomonas aeruginosa VRFPA01	26200428	VirSorter
1315978	Pseudomonas aeruginosa VRFPA02	26200428	VirSorter
1315978	Pseudomonas aeruginosa VRFPA02	26200428	VirSorter
1315978	Pseudomonas aeruginosa VRFPA02	26200428	VirSorter
1315978	Pseudomonas aeruginosa VRFPA02	26200428	VirSorter
1315978	Pseudomonas aeruginosa VRFPA02	26200428	VirSorter
1350465	Pseudomonas aeruginosa VRFPA03	26200428	VirSorter
1350465	Pseudomonas aeruginosa VRFPA03	26200428	VirSorter
1350465	Pseudomonas aeruginosa VRFPA03	26200428	VirSorter
1350465	Pseudomonas aeruginosa VRFPA03	27654921	Tetra
1350465	Pseudomonas aeruginosa VRFPA03	27654921	Tetra
1350465	Pseudomonas aeruginosa VRFPA03	27654921	Tetra
1350465	Pseudomonas aeruginosa VRFPA03	27654921	Tetra
1400868	Pseudomonas aeruginosa VRFPA04	26200428	VirSorter
1400868	Pseudomonas aeruginosa VRFPA04	26200428	VirSorter
1400868	Pseudomonas aeruginosa VRFPA04	26200428	VirSorter
1400868	Pseudomonas aeruginosa VRFPA04	26200428	VirSorter
1400868	Pseudomonas aeruginosa VRFPA04	26200428	VirSorter
1400868	Pseudomonas aeruginosa VRFPA04	26200428	VirSorter
1408193	Pseudomonas aeruginosa VRFPA05	26200428	VirSorter
1408193	Pseudomonas aeruginosa VRFPA05	26200428	VirSorter
1423141	Pseudomonas aeruginosa VRFPA06	26200428	VirSorter
1431713	Pseudomonas aeruginosa VRFPA07	26200428	VirSorter
1431713	Pseudomonas aeruginosa VRFPA07	26200428	VirSorter
1434267	Pseudomonas aeruginosa VRFPA08	26200428	VirSorter
1434267	Pseudomonas aeruginosa VRFPA08	26200428	VirSorter
1434267	Pseudomonas aeruginosa VRFPA08	26200428	VirSorter
1434267	Pseudomonas aeruginosa VRFPA08	26200428	VirSorter
1434267	Pseudomonas aeruginosa VRFPA08	26200428	VirSorter
1434267	Pseudomonas aeruginosa VRFPA08	26200428	VirSorter
1434267	Pseudomonas aeruginosa VRFPA08	26200428	VirSorter
1434267	Pseudomonas aeruginosa VRFPA08	26200428	VirSorter
1434267	Pseudomonas aeruginosa VRFPA08	26200428	VirSorter
1434267	Pseudomonas aeruginosa VRFPA08	26200428	VirSorter
1434267	Pseudomonas aeruginosa VRFPA08	26200428	VirSorter
1434267	Pseudomonas aeruginosa VRFPA08	26200428	VirSorter
1333855	Pseudomonas aeruginosa WC55	26200428	VirSorter
1333855	Pseudomonas aeruginosa WC55	26200428	VirSorter
1333855	Pseudomonas aeruginosa WC55	26200428	VirSorter
1333855	Pseudomonas aeruginosa WC55	26200428	VirSorter
1333855	Pseudomonas aeruginosa WC55	26200428	VirSorter
1402500	Pseudomonas aeruginosa X13273	26200428	VirSorter
1402500	Pseudomonas aeruginosa X13273	26200428	VirSorter
1402492	Pseudomonas aeruginosa X24509	26200428	VirSorter
1402492	Pseudomonas aeruginosa X24509	26200428	VirSorter
1169413	Pseudomonas aeruginosa XMG	26200428	VirSorter
1169413	Pseudomonas aeruginosa XMG	26200428	VirSorter
690598	Pseudomonas agarici NCPPB 2289	26200428	VirSorter
690598	Pseudomonas agarici NCPPB 2289	26200428	VirSorter
1215092	Pseudomonas alcaligenes NBRC 14159	26200428	VirSorter
1333854	Pseudomonas alcaligenes OT 69	26200428	VirSorter
1248438	Pseudomonas alcaliphila 34	27654921	blastn
1154758	Pseudomonas avellanae BPIC 631	26200428	VirSorter
1154758	Pseudomonas avellanae BPIC 631	26200428	VirSorter
1123016	Pseudomonas balearica DSM 6083	27654921	blastn
1123016	Pseudomonas balearica DSM 6083	27654921	blastn
1123016	Pseudomonas balearica DSM 6083	27654921	blastn
1123016	Pseudomonas balearica DSM 6083	27654921	blastn
1037915	Pseudomonas chlororaphis O6	26200428	VirSorter
1415170	Pseudomonas chlororaphis subsp. aurantiaca PB-St2	26200428	VirSorter
1038921	Pseudomonas chlororaphis subsp. aureofaciens 30-84	26200428	VirSorter
882211	Pseudomonas deceptionensis	27654921	blastn
1294143	Pseudomonas denitrificans ATCC 13867	26200428	VirSorter
384676	Pseudomonas entomophila L48	26200428	VirSorter
1117958	Pseudomonas extremaustralis 14-3 substr. 14-3b	26200428	VirSorter
1117958	Pseudomonas extremaustralis 14-3 substr. 14-3b	26200428	VirSorter
1117958	Pseudomonas extremaustralis 14-3 substr. 14-3b	26200428	VirSorter
1117958	Pseudomonas extremaustralis 14-3 substr. 14-3b	26200428	VirSorter
1117958	Pseudomonas extremaustralis 14-3 substr. 14-3b	26200428	VirSorter
1205750	Pseudomonas fluorescens BRIP34879	26200428	VirSorter
1114970	Pseudomonas fluorescens F113	27654921	blastn
564420	Pseudomonas fluorescens NZ011	26200428	VirSorter
205922	Pseudomonas fluorescens Pf0-1	26200428	VirSorter
1007656	Pseudomonas fluorescens Wayne1	26200428	VirSorter
1007656	Pseudomonas fluorescens Wayne1	26200428	VirSorter
1007656	Pseudomonas fluorescens Wayne1	26200428	VirSorter
1134475	Pseudomonas fragi A22	26200428	VirSorter
743720	Pseudomonas fulva 12-X	27654921	blastn
1316934	Pseudomonas fuscovaginae SE-1	26200428	VirSorter
1316934	Pseudomonas fuscovaginae SE-1	26200428	VirSorter
1316934	Pseudomonas fuscovaginae SE-1	26200428	VirSorter
1316934	Pseudomonas fuscovaginae SE-1	26200428	VirSorter
1150862	Pseudomonas fuscovaginae UPB0736	26200428	VirSorter
1207076	Pseudomonas luteola XLDN4-9	26200428	VirSorter
300	Pseudomonas mendocina	27654921	blastn
1197721	Pseudomonas mendocina DLHK	26200428	VirSorter
1390370	Pseudomonas mendocina EGD-AQ5	26200428	VirSorter
1390370	Pseudomonas mendocina EGD-AQ5	27654921	blastn
1390370	Pseudomonas mendocina EGD-AQ5	27654921	blastn
1001585	Pseudomonas mendocina NK-01	27654921	blastn
1225174	Pseudomonas mendocina S5.2	26200428	VirSorter
1225174	Pseudomonas mendocina S5.2	27654921	blastn
399739	Pseudomonas mendocina ymp	26200428	VirSorter
399739	Pseudomonas mendocina ymp	27654921	blastn
399739	Pseudomonas mendocina ymp	27654921	blastn
76759	Pseudomonas monteilii	27654921	blastn
76759	Pseudomonas monteilii	27654921	blastn
76759	Pseudomonas monteilii	27654921	blastn
1123524	Pseudomonas monteilii QM	26200428	VirSorter
1123524	Pseudomonas monteilii QM	26200428	VirSorter
1388763	Pseudomonas mosselii SJ10	26200428	VirSorter
1388763	Pseudomonas mosselii SJ10	26200428	VirSorter
1388763	Pseudomonas mosselii SJ10	26200428	VirSorter
1226994	Pseudomonas nitroreducens TX1	26200428	VirSorter
301	Pseudomonas oleovorans	27654921	blastn
301	Pseudomonas oleovorans	27654921	blastn
1323663	Pseudomonas pelagia CL-AP6	27654921	Tetra
1323663	Pseudomonas pelagia CL-AP6	27654921	Tetra
1282356	Pseudomonas poae RE*1-1-14	26200428	VirSorter
1124983	Pseudomonas protegens CHA0	26200428	VirSorter
330	Pseudomonas pseudoalcaligenes	27654921	blastn
330	Pseudomonas pseudoalcaligenes	27654921	blastn
330	Pseudomonas pseudoalcaligenes	27654921	blastn
330	Pseudomonas pseudoalcaligenes	27654921	blastn
330	Pseudomonas pseudoalcaligenes	27654921	blastn
330	Pseudomonas pseudoalcaligenes	27654921	blastn
1182590	Pseudomonas pseudoalcaligenes CECT 5344	27654921	blastn
1182590	Pseudomonas pseudoalcaligenes CECT 5344	27654921	blastn
1149133	Pseudomonas pseudoalcaligenes KF707	26200428	VirSorter
1211112	Pseudomonas psychrophila HA-4	26200428	VirSorter
1211112	Pseudomonas psychrophila HA-4	26200428	VirSorter
1211112	Pseudomonas psychrophila HA-4	26200428	VirSorter
1112217	Pseudomonas psychrotolerans L19	26200428	VirSorter
1048261	Pseudomonas putida B001	26200428	VirSorter
1048261	Pseudomonas putida B001	26200428	VirSorter
1048261	Pseudomonas putida B001	26200428	VirSorter
1048261	Pseudomonas putida B001	26200428	VirSorter
1081940	Pseudomonas putida B6-2	26200428	VirSorter
1005395	Pseudomonas putida CSV86	26200428	VirSorter
1005395	Pseudomonas putida CSV86	26200428	VirSorter
1299319	Pseudomonas putida LF54	26200428	VirSorter
1218169	Pseudomonas putida S11	26200428	VirSorter
1215087	Pseudomonas putida S12	26200428	VirSorter
1215087	Pseudomonas putida S12	26200428	VirSorter
1399145	Pseudomonas putida S610	26200428	VirSorter
1388760	Pseudomonas putida SJ3	26200428	VirSorter
1079364	Pseudomonas putida str. Idaho	26200428	VirSorter
1079364	Pseudomonas putida str. Idaho	26200428	VirSorter
1079364	Pseudomonas putida str. Idaho	26200428	VirSorter
1079364	Pseudomonas putida str. Idaho	26200428	VirSorter
1079364	Pseudomonas putida str. Idaho	26200428	VirSorter
1227924	Pseudomonas putida TRO1	26200428	VirSorter
1245471	Pseudomonas resinovorans NBRC 106553	26200428	VirSorter
1461581	Pseudomonas sp. 12M76_air	27654921	blastn
1461581	Pseudomonas sp. 12M76_air	27654921	blastn
665948	Pseudomonas sp. 2_1_26	26200428	VirSorter
665948	Pseudomonas sp. 2_1_26	26200428	VirSorter
1499686	Pseudomonas sp. 20_BN	27654921	blastn
1499686	Pseudomonas sp. 20_BN	27654921	blastn
1197727	Pseudomonas sp. Ag1	26200428	VirSorter
1197727	Pseudomonas sp. Ag1	26200428	VirSorter
1163065	Pseudomonas sp. CBZ-4	26200428	VirSorter
911239	Pseudomonas sp. CF149	26200428	VirSorter
911241	Pseudomonas sp. CF161	26200428	VirSorter
1387231	Pseudomonas sp. CMAA1215	26200428	VirSorter
1387231	Pseudomonas sp. CMAA1215	26200428	VirSorter
1387231	Pseudomonas sp. CMAA1215	26200428	VirSorter
1386078	Pseudomonas sp. EGD-AK9	26200428	VirSorter
1386078	Pseudomonas sp. EGD-AK9	26200428	VirSorter
1144323	Pseudomonas sp. GM17	26200428	VirSorter
1144323	Pseudomonas sp. GM17	26200428	VirSorter
1144327	Pseudomonas sp. GM25	26200428	VirSorter
1144331	Pseudomonas sp. GM49	26200428	VirSorter
1144337	Pseudomonas sp. GM78	26200428	VirSorter
1144337	Pseudomonas sp. GM78	26200428	VirSorter
1144338	Pseudomonas sp. GM79	26200428	VirSorter
1144339	Pseudomonas sp. GM80	26200428	VirSorter
1144339	Pseudomonas sp. GM80	26200428	VirSorter
1144339	Pseudomonas sp. GM80	26200428	VirSorter
1144340	Pseudomonas sp. GM84	26200428	VirSorter
1203578	Pseudomonas sp. HPB0071	26200428	VirSorter
1163398	Pseudomonas sp. HYS	26200428	VirSorter
1163398	Pseudomonas sp. HYS	26200428	VirSorter
150396	Pseudomonas sp. MT-1	27654921	blastn
150396	Pseudomonas sp. MT-1	27654921	blastn
150396	Pseudomonas sp. MT-1	27654921	blastn
150396	Pseudomonas sp. MT-1	27654921	blastn
150396	Pseudomonas sp. MT-1	27654921	blastn
150396	Pseudomonas sp. MT-1	27654921	blastn
150396	Pseudomonas sp. MT-1	27654921	blastn
150396	Pseudomonas sp. MT-1	27654921	blastn
150396	Pseudomonas sp. MT-1	27654921	blastn
150396	Pseudomonas sp. MT-1	27654921	Tetra
150396	Pseudomonas sp. MT-1	27654921	Tetra
150396	Pseudomonas sp. MT-1	27654921	Tetra
150396	Pseudomonas sp. MT-1	27654921	Tetra
150396	Pseudomonas sp. MT-1	27654921	Tetra
150396	Pseudomonas sp. MT-1	27654921	Tetra
150396	Pseudomonas sp. MT-1	27654921	Tetra
1125698	Pseudomonas sp. P179	26200428	VirSorter
1125977	Pseudomonas sp. PAMC 25886	26200428	VirSorter
1240676	Pseudomonas sp. PAMC 26793	26200428	VirSorter
1217722	Pseudomonas sp. S13.1.2	26200428	VirSorter
1217722	Pseudomonas sp. S13.1.2	26200428	VirSorter
1217722	Pseudomonas sp. S13.1.2	26200428	VirSorter
686578	Pseudomonas sp. S9	26200428	VirSorter
686578	Pseudomonas sp. S9	26200428	VirSorter
686578	Pseudomonas sp. S9	27654921	blastn
686578	Pseudomonas sp. S9	27654921	blastn
985010	Pseudomonas sp. TJI-51	26200428	VirSorter
985010	Pseudomonas sp. TJI-51	26200428	VirSorter
985010	Pseudomonas sp. TJI-51	26200428	VirSorter
1415630	Pseudomonas sp. TKP	26200428	VirSorter
1415630	Pseudomonas sp. TKP	26200428	VirSorter
316	Pseudomonas stutzeri	27654921	blastn
316	Pseudomonas stutzeri	27654921	blastn
316	Pseudomonas stutzeri	27654921	blastn
316	Pseudomonas stutzeri	27654921	blastn
316	Pseudomonas stutzeri	27654921	blastn
316	Pseudomonas stutzeri	27654921	blastn
316	Pseudomonas stutzeri	27654921	blastn
316	Pseudomonas stutzeri	27654921	blastn
316	Pseudomonas stutzeri	27654921	blastn
379731	Pseudomonas stutzeri A1501	27654921	blastn
379731	Pseudomonas stutzeri A1501	27654921	blastn
32042	Pseudomonas stutzeri ATCC 14405 = CCUG 16156	27654921	blastn
32042	Pseudomonas stutzeri ATCC 14405 = CCUG 16156	27654921	blastn
32042	Pseudomonas stutzeri ATCC 14405 = CCUG 16156	27654921	blastn
96563	Pseudomonas stutzeri ATCC 17588 = LMG 11199	27654921	blastn
96563	Pseudomonas stutzeri ATCC 17588 = LMG 11199	27654921	blastn
96563	Pseudomonas stutzeri ATCC 17588 = LMG 11199	27654921	blastn
96563	Pseudomonas stutzeri ATCC 17588 = LMG 11199	27654921	blastn
1212549	Pseudomonas stutzeri B1SMN1	26200428	VirSorter
1196835	Pseudomonas stutzeri CCUG 29243	26200428	VirSorter
1196835	Pseudomonas stutzeri CCUG 29243	27654921	blastn
1196835	Pseudomonas stutzeri CCUG 29243	27654921	blastn
1196835	Pseudomonas stutzeri CCUG 29243	27654921	blastn
1196835	Pseudomonas stutzeri CCUG 29243	27654921	blastn
1196835	Pseudomonas stutzeri CCUG 29243	27654921	blastn
1196835	Pseudomonas stutzeri CCUG 29243	27654921	Tetra
1123519	Pseudomonas stutzeri DSM 10701	26200428	VirSorter
996285	Pseudomonas stutzeri DSM 4166	27654921	blastn
996285	Pseudomonas stutzeri DSM 4166	27654921	blastn
996285	Pseudomonas stutzeri DSM 4166	27654921	blastn
644801	Pseudomonas stutzeri RCH2	27654921	blastn
644801	Pseudomonas stutzeri RCH2	27654921	blastn
644801	Pseudomonas stutzeri RCH2	27654921	blastn
644801	Pseudomonas stutzeri RCH2	27654921	blastn
644801	Pseudomonas stutzeri RCH2	27654921	blastn
996285	Pseudomonas stutzeri str. DSM 4166	27654921	Tetra
1200345	Pseudomonas stutzeri XLDN-R	26200428	VirSorter
96901	Pseudomonas synxantha BG33R	26200428	VirSorter
1205752	Pseudomonas syringae BRIP39023	26200428	VirSorter
629270	Pseudomonas syringae pv. aceris str. M302273	26200428	VirSorter
629270	Pseudomonas syringae pv. aceris str. M302273	26200428	VirSorter
1094176	Pseudomonas syringae pv. actinidiae CFBP 7286	26200428	VirSorter
1108968	Pseudomonas syringae pv. actinidiae CH2010-6	26200428	VirSorter
1104679	Pseudomonas syringae pv. actinidiae ICMP 18708	26200428	VirSorter
1104679	Pseudomonas syringae pv. actinidiae ICMP 18708	26200428	VirSorter
1104680	Pseudomonas syringae pv. actinidiae ICMP 18744	26200428	VirSorter
1104680	Pseudomonas syringae pv. actinidiae ICMP 18744	26200428	VirSorter
1104681	Pseudomonas syringae pv. actinidiae ICMP 18800	26200428	VirSorter
1104681	Pseudomonas syringae pv. actinidiae ICMP 18800	26200428	VirSorter
1194078	Pseudomonas syringae pv. actinidiae ICMP 18801	26200428	VirSorter
1194078	Pseudomonas syringae pv. actinidiae ICMP 18801	26200428	VirSorter
1194402	Pseudomonas syringae pv. actinidiae ICMP 18883	26200428	VirSorter
1194402	Pseudomonas syringae pv. actinidiae ICMP 18883	26200428	VirSorter
1189623	Pseudomonas syringae pv. actinidiae ICMP 18886	26200428	VirSorter
1194407	Pseudomonas syringae pv. actinidiae ICMP 19068	26200428	VirSorter
1194423	Pseudomonas syringae pv. actinidiae ICMP 19071	26200428	VirSorter
1194423	Pseudomonas syringae pv. actinidiae ICMP 19071	26200428	VirSorter
1194423	Pseudomonas syringae pv. actinidiae ICMP 19071	26200428	VirSorter
1194423	Pseudomonas syringae pv. actinidiae ICMP 19071	26200428	VirSorter
1189079	Pseudomonas syringae pv. actinidiae ICMP 19072	26200428	VirSorter
1189079	Pseudomonas syringae pv. actinidiae ICMP 19072	26200428	VirSorter
1189079	Pseudomonas syringae pv. actinidiae ICMP 19072	26200428	VirSorter
1194406	Pseudomonas syringae pv. actinidiae ICMP 19073	26200428	VirSorter
1194406	Pseudomonas syringae pv. actinidiae ICMP 19073	26200428	VirSorter
1194406	Pseudomonas syringae pv. actinidiae ICMP 19073	26200428	VirSorter
1194401	Pseudomonas syringae pv. actinidiae ICMP 19094	26200428	VirSorter
1194401	Pseudomonas syringae pv. actinidiae ICMP 19094	26200428	VirSorter
1194403	Pseudomonas syringae pv. actinidiae ICMP 19095	26200428	VirSorter
1194403	Pseudomonas syringae pv. actinidiae ICMP 19095	26200428	VirSorter
1194395	Pseudomonas syringae pv. actinidiae ICMP 19097	26200428	VirSorter
1194395	Pseudomonas syringae pv. actinidiae ICMP 19097	26200428	VirSorter
1194422	Pseudomonas syringae pv. actinidiae ICMP 19098	26200428	VirSorter
1194422	Pseudomonas syringae pv. actinidiae ICMP 19098	26200428	VirSorter
1194420	Pseudomonas syringae pv. actinidiae ICMP 19100	26200428	VirSorter
1194420	Pseudomonas syringae pv. actinidiae ICMP 19100	26200428	VirSorter
1194397	Pseudomonas syringae pv. actinidiae ICMP 19101	26200428	VirSorter
1194416	Pseudomonas syringae pv. actinidiae ICMP 19102	26200428	VirSorter
1194416	Pseudomonas syringae pv. actinidiae ICMP 19102	26200428	VirSorter
1194415	Pseudomonas syringae pv. actinidiae ICMP 19103	26200428	VirSorter
1194415	Pseudomonas syringae pv. actinidiae ICMP 19103	26200428	VirSorter
1194409	Pseudomonas syringae pv. actinidiae ICMP 19104	26200428	VirSorter
1194409	Pseudomonas syringae pv. actinidiae ICMP 19104	26200428	VirSorter
1250998	Pseudomonas syringae pv. actinidiae ICMP 19439	26200428	VirSorter
1250998	Pseudomonas syringae pv. actinidiae ICMP 19439	26200428	VirSorter
1248724	Pseudomonas syringae pv. actinidiae ICMP 19455	26200428	VirSorter
1248724	Pseudomonas syringae pv. actinidiae ICMP 19455	26200428	VirSorter
1104678	Pseudomonas syringae pv. actinidiae ICMP 9853	26200428	VirSorter
1104678	Pseudomonas syringae pv. actinidiae ICMP 9853	26200428	VirSorter
1194417	Pseudomonas syringae pv. actinidiae ICMP 9855	26200428	VirSorter
1094177	Pseudomonas syringae pv. actinidiae KW41	26200428	VirSorter
1094178	Pseudomonas syringae pv. actinidiae PA459	26200428	VirSorter
1094178	Pseudomonas syringae pv. actinidiae PA459	26200428	VirSorter
1052681	Pseudomonas syringae pv. actinidiae str. CRAFRU8.43	26200428	VirSorter
1052681	Pseudomonas syringae pv. actinidiae str. CRAFRU8.43	26200428	VirSorter
629266	Pseudomonas syringae pv. actinidiae str. M302091	26200428	VirSorter
1052682	Pseudomonas syringae pv. actinidiae str. NCPPB 3739	26200428	VirSorter
1052680	Pseudomonas syringae pv. actinidiae str. NCPPB 3871	26200428	VirSorter
1104684	Pseudomonas syringae pv. actinidiae TP1	26200428	VirSorter
1104684	Pseudomonas syringae pv. actinidiae TP1	26200428	VirSorter
1104684	Pseudomonas syringae pv. actinidiae TP1	26200428	VirSorter
1104685	Pseudomonas syringae pv. actinidiae TP6-1	26200428	VirSorter
1104685	Pseudomonas syringae pv. actinidiae TP6-1	26200428	VirSorter
629258	Pseudomonas syringae pv. aesculi str. 0893_23	26200428	VirSorter
629258	Pseudomonas syringae pv. aesculi str. 0893_23	26200428	VirSorter
666475	Pseudomonas syringae pv. aesculi str. 2250	26200428	VirSorter
665027	Pseudomonas syringae pv. aesculi str. NCPPB 3681	26200428	VirSorter
875329	Pseudomonas syringae pv. glycinea str. B076	26200428	VirSorter
629260	Pseudomonas syringae pv. lachrymans str. M301315	26200428	VirSorter
629260	Pseudomonas syringae pv. lachrymans str. M301315	26200428	VirSorter
629260	Pseudomonas syringae pv. lachrymans str. M301315	26200428	VirSorter
629260	Pseudomonas syringae pv. lachrymans str. M301315	26200428	VirSorter
673266	Pseudomonas syringae pv. syringae 642	26200428	VirSorter
673266	Pseudomonas syringae pv. syringae 642	26200428	VirSorter
1189622	Pseudomonas syringae pv. tabaci str. 6605	26200428	VirSorter
1198673	Pseudomonas syringae pv. theae ICMP 3923	26200428	VirSorter
1198673	Pseudomonas syringae pv. theae ICMP 3923	26200428	VirSorter
673189	Pseudomonas syringae pv. tomato K40	26200428	VirSorter
673189	Pseudomonas syringae pv. tomato K40	26200428	VirSorter
673189	Pseudomonas syringae pv. tomato K40	26200428	VirSorter
673189	Pseudomonas syringae pv. tomato K40	26200428	VirSorter
673189	Pseudomonas syringae pv. tomato K40	26200428	VirSorter
673198	Pseudomonas syringae pv. tomato Max13	26200428	VirSorter
673198	Pseudomonas syringae pv. tomato Max13	26200428	VirSorter
673198	Pseudomonas syringae pv. tomato Max13	26200428	VirSorter
673198	Pseudomonas syringae pv. tomato Max13	26200428	VirSorter
673198	Pseudomonas syringae pv. tomato Max13	26200428	VirSorter
673265	Pseudomonas syringae pv. tomato NCPPB 1108	26200428	VirSorter
673265	Pseudomonas syringae pv. tomato NCPPB 1108	26200428	VirSorter
673265	Pseudomonas syringae pv. tomato NCPPB 1108	26200428	VirSorter
546231	Pseudomonas syringae pv. tomato T1	26200428	VirSorter
1395571	Pseudomonas taeanensis MS-3	27654921	blastn
1395571	Pseudomonas taeanensis MS-3	27654921	blastn
1395571	Pseudomonas taeanensis MS-3	27654921	Tetra
1388762	Pseudomonas taiwanensis SJ9	26200428	VirSorter
1161101	Pseudomonas tolaasii 6264	26200428	VirSorter
1161101	Pseudomonas tolaasii 6264	26200428	VirSorter
1030145	Pseudomonas tolaasii PMS117	26200428	VirSorter
1030145	Pseudomonas tolaasii PMS117	26200428	VirSorter
1295141	Pseudomonas veronii 1YdBTEX2	26200428	VirSorter
450396	Pseudomonas viridiflava UASWS0038	26200428	VirSorter
762903	Pseudopedobacter saltans DSM 12145	27654921	Tetra
1354303	Psychrobacter aquaticus CMS 56	26200428	VirSorter
259536	Psychrobacter arcticus 273-4	27654921	blastn
335284	Psychrobacter cryohalolentis K5	27654921	blastn
335284	Psychrobacter cryohalolentis K5	27654921	blastn
571800	Psychrobacter sp. G	27654921	blastn
1112209	Psychrobacter sp. PAMC 21119	27654921	Tetra
349106	Psychrobacter sp. PRwf-1	27654921	blastn
313595	Psychroflexus torquis str. ATCC 700755	27654921	Tetra
313595	Psychroflexus torquis str. ATCC 700755	27654921	Tetra
313595	Psychroflexus torquis str. ATCC 700755	27654921	Tetra
313595	Psychroflexus torquis str. ATCC 700755	27654921	Tetra
313595	Psychroflexus torquis str. ATCC 700755	27654921	Tetra
313595	Psychroflexus torquis str. ATCC 700755	27654921	Tetra
313595	Psychroflexus torquis str. ATCC 700755	27654921	Tetra
313595	Psychroflexus torquis str. ATCC 700755	27654921	Tetra
313595	Psychroflexus torquis str. ATCC 700755	27654921	Tetra
313595	Psychroflexus torquis str. ATCC 700755	27654921	Tetra
313595	Psychroflexus torquis str. ATCC 700755	27654921	Tetra
313595	Psychroflexus torquis str. ATCC 700755	27654921	Tetra
313595	Psychroflexus torquis str. ATCC 700755	27654921	Tetra
313595	Psychroflexus torquis str. ATCC 700755	27654921	Tetra
313595	Psychroflexus torquis str. ATCC 700755	27654921	Tetra
313595	Psychroflexus torquis str. ATCC 700755	27654921	Tetra
313595	Psychroflexus torquis str. ATCC 700755	27654921	Tetra
313595	Psychroflexus torquis str. ATCC 700755	27654921	Tetra
313595	Psychroflexus torquis str. ATCC 700755	27654921	Tetra
313595	Psychroflexus torquis str. ATCC 700755	27654921	Tetra
313595	Psychroflexus torquis str. ATCC 700755	27654921	Tetra
313595	Psychroflexus torquis str. ATCC 700755	27654921	Tetra
313595	Psychroflexus torquis str. ATCC 700755	27654921	Tetra
